term,doc_feq,posting_list
undisclosed,3,"{42: [], 55: [], 70: []}"
uneconomic,1,{41: []}
unemployment,1,{89: []}
unemployment.,1,{89: []}
union,2,"{38: [], 84: []}"
unions,1,{38: []}
unit,10,"{20: [], 29: [], 43: [], 50: [], 65: [], 71: [], 85: [], 86: [], 92: [], 95: []}"
units,6,"{12: [], 20: [], 29: [], 39: [], 43: [], 92: []}"
unlikely,3,"{69: [], 83: [], 84: []}"
unrelated,1,{12: []}
until,3,"{59: [], 62: [], 83: []}"
unveiling,1,{59: []}
up,9,"{2: [], 5: [], 22: [], 26: [], 50: [], 59: [], 73: [], 84: [], 89: []}"
upcoming,1,{69: []}
update,1,{69: []}
upgrade,1,{20: []}
upland,1,{35: []}
upward,1,{72: []}
us,1,{59: []}
use,1,{20: []}
used,1,{77: []}
value,3,"{4: [], 47: [], 72: []}"
valued,1,{100: []}
values,1,{50: []}
various,1,{27: []}
versus,1,{24: []}
very,4,"{47: [], 50: [], 59: [], 72: []}"
vice,1,{10: []}
view,2,"{1: [], 50: []}"
visibility,1,{50: []}
voiced,1,{11: []}
voted,1,{78: []}
vs,26,"{8: [], 13: [], 15: [], 16: [], 17: [], 19: [], 21: [], 25: [], 30: [], 35: [], 41: [], 44: [], 46: [], 52: [], 56: [], 57: [], 60: [], 61: [], 64: [], 66: [], 68: [], 74: [], 75: [], 76: [], 81: [], 88: []}"
wait,1,{47: []}
waivers,1,{62: []}
want,1,{72: []}
wanted,2,"{59: [], 83: []}"
war,1,{50: []}
warm,1,{84: []}
warned,3,"{7: [], 72: [], 84: []}"
warning,1,{84: []}
warrants,2,"{2: [], 93: []}"
was,21,"{1: [], 4: [], 6: [], 7: [], 9: [], 10: [], 22: [], 27: [], 47: [], 50: [], 51: [], 58: [], 59: [], 69: [], 72: [], 83: [], 84: [], 89: [], 94: [], 99: [], 100: []}"
way,1,{50: []}
way.,1,{51: []}
we,4,"{7: [], 47: [], 59: [], 72: []}"
weakening,1,{22: []}
week,7,"{1: [], 26: [], 51: [], 83: [], 91: [], 98: [], 99: []}"
week.,1,{51: []}
weekly,3,"{1: [], 3: [], 69: []}"
weeks,4,"{1: [], 59: [], 73: [], 84: []}"
went,1,{1: []}
were,15,"{1: [], 2: [], 5: [], 22: [], 27: [], 29: [], 33: [], 39: [], 50: [], 51: [], 54: [], 59: [], 69: [], 86: [], 92: []}"
west,1,{72: []}
wet,1,{91: []}
weve,1,{47: []}
what,4,"{47: [], 59: [], 69: [], 79: []}"
wheat,1,{82: []}
when,6,"{7: [], 50: [], 58: [], 59: [], 83: [], 92: []}"
where,2,"{7: [], 84: []}"
whether,5,"{26: [], 51: [], 59: [], 72: [], 84: []}"
which,21,"{1: [], 5: [], 11: [], 14: [], 20: [], 23: [], 27: [], 39: [], 40: [], 50: [], 58: [], 59: [], 65: [], 71: [], 72: [], 82: [], 84: [], 85: [], 86: [], 92: [], 94: []}"
while,5,"{4: [], 9: [], 27: [], 50: [], 84: []}"
who,1,{72: []}
wholly,1,{93: []}
whom,1,{47: []}
widespread,2,"{51: [], 83: []}"
will,26,"{1: [], 5: [], 10: [], 20: [], 24: [], 31: [], 32: [], 42: [], 43: [], 47: [], 50: [], 58: [], 62: [], 63: [], 65: [], 71: [], 72: [], 77: [], 79: [], 83: [], 84: [], 85: [], 92: [], 93: [], 94: [], 95: []}"
with,27,"{1: [], 3: [], 7: [], 11: [], 14: [], 20: [], 22: [], 24: [], 26: [], 27: [], 38: [], 43: [], 49: [], 50: [], 59: [], 62: [], 63: [], 65: [], 72: [], 73: [], 76: [], 77: [], 83: [], 84: [], 89: [], 94: [], 95: []}"
withdraw,2,"{38: [], 83: []}"
within,2,"{47: [], 51: []}"
without,1,{20: []}
won,2,"{50: [], 84: []}"
word,1,{84: []}
words,1,{27: []}
work,1,{83: []}
working,2,"{62: [], 83: []}"
world,5,"{24: [], 27: [], 47: [], 69: [], 73: []}"
worldwide,1,{2: []}
worst,1,{72: []}
worth,2,"{77: [], 91: []}"
worth.,1,{27: []}
would,15,"{1: [], 2: [], 7: [], 11: [], 23: [], 27: [], 47: [], 50: [], 59: [], 69: [], 72: [], 79: [], 83: [], 84: [], 91: []}"
writedown,1,{41: []}
wrong.,1,{47: []}
wrote,1,{7: []}
year,25,"{3: [], 8: [], 9: [], 13: [], 16: [], 20: [], 22: [], 24: [], 25: [], 42: [], 50: [], 52: [], 56: [], 61: [], 62: [], 66: [], 69: [], 71: [], 76: [], 81: [], 87: [], 88: [], 89: [], 92: [], 94: []}"
year.,11,"{1: [], 5: [], 20: [], 25: [], 47: [], 50: [], 56: [], 64: [], 71: [], 76: [], 92: []}"
yearago,2,"{5: [], 71: []}"
yearend,2,"{14: [], 22: []}"
yearend.,1,{22: []}
years,5,"{2: [], 22: [], 42: [], 50: [], 84: []}"
yesterday,1,{69: []}
yesterday.,1,{4: []}
yet,2,"{7: [], 51: []}"
yet...,1,{51: []}
yield,1,{43: []}
you,1,{84: []}
zone,1,{1: []}
